# Transcript for New Recording 14.m4a
# Language: ru, prob=1.00

[   0.00 -    2.32] Сказывал, да, получается, такие вещи.
[   3.56 -    7.72] То есть вроде бы 4 дня мало, 5 дней, окей.
[   7.72 -   10.76] Но все время зарегулированные 5 дней.
[  11.76 -   12.92] Тоже не окей.
[  13.40 -   15.96] То есть надо отдавать какой-то...
[  16.76 -   17.92] Какие-то дырки.
[  18.76 -   20.44] Но как-то так мы с ней решили.
[  21.84 -   23.12] Это первое.
[  23.12 -   23.96] Второе.
[  25.16 -   26.56] Мы поднимаем цены.
[  27.28 -   28.28] И посмотрим.
[  29.24 -   30.96] Что из этого получится.
[  31.72 -   33.84] И мы решили поднять цену.
[  36.00 -   37.80] Включая поездку.
[  37.80 -   39.80] Туда будет входить поездка.
[  39.80 -   40.96] Колбавра Алто.
[  42.12 -   43.64] 1550.
[  48.00 -   48.84] Посмотрим.
[  48.84 -   51.64] Потому что сейчас, все, кто едет,
[  51.64 -   56.08] они уже, либо люди, как мы с тобой говорили, состоятельные.
[  56.08 -   57.84] Либо что-то еще, но еще посмотрим.
[  58.84 -   60.04] Нет так нет.
[  62.60 -   63.72] Третий момент.
[  63.72 -   68.72] У нас примерно сложилось, очень кратко, конечно, бесподробностей.
[  71.64 -   73.96] Как мы будем ходить.
[  77.64 -   80.00] Тема остается, как я тебе говорила, да?
[  80.84 -   81.84] Ардыко.
[  81.84 -   96.87] Конечно, написала мне.
[  96.87 -   98.87] Первый день 15 октября.
[  98.87 -   99.87] Правой берег.
[ 101.70 -  103.22] Дынье Легор.
[3508.98 - 3512.26] Пространство. Это чистые.
[3512.26 - 3514.26] Много всего.
[3514.26 - 3516.26] В СБ это будет совершенно по-другому выглядеть.
[3516.26 - 3519.51] Для всего этого
[3519.51 - 3521.51] безуменно, да, много места лучше.
[3521.51 - 3523.51] Так, если есть много места.
[3523.51 - 3525.51] Даже демонстрация всего.
[3525.51 - 3527.51] И это
[3527.51 - 3529.51] здесь вот прям такая
[3529.51 - 3531.51] как тебе сказать, квинтэссенция.
[3531.51 - 3533.51] Что такое
[3533.51 - 3535.51] югославский модернизм.
[3535.51 - 3537.51] Есть там еще бортализм.
[3537.51 - 3539.51] И так далее.
[3539.51 - 3541.51] Там есть что показать.
[3541.51 - 3543.51] Но к этому надо быть готовым.
[3543.51 - 3545.51] Потому что это очень
[3545.51 - 3547.51] специфический взгляд
[3547.51 - 3549.51] на мир.
[3549.51 - 3551.51] И на эстетику в том числе.
[3551.51 - 3553.51] Вот.
[3553.51 - 3555.51] Понятно, что
[3555.51 - 3557.51] эстетика Франции,
[3557.51 - 3559.51] или эстетика Англии, или эстетика Италии.
[3559.51 - 3561.51] Она настолько
[3561.51 - 3563.51] проникла к нам уже, да.
[3563.51 - 3565.51] И к этому готовым.
[3565.51 - 3567.51] А эстетика Восточной Европы
[3567.51 - 3569.51] для меня было открытие.
[3569.51 - 3571.51] Для самой.
[3571.51 - 3573.51] Она менее популярна?
[3573.51 - 3575.51] Абсолютно.
[3575.51 - 3577.51] Хотя югославия была самой
[3577.51 - 3579.51] именно югославия.
[3579.51 - 3581.51] Это
[3581.51 - 3583.51] была страна, в которой мечтали
[3583.51 - 3585.51] попасть все.
[3585.51 - 3587.51] Все из
[3587.51 - 3589.51] Советского Союза.
[3589.51 - 3591.51] По очевидным причинам она...
[3591.51 - 3593.51] То есть это был как бы такой мост между...
[3593.51 - 3595.51] Они никогда до конца
[3595.51 - 3597.51] не были советскими?
[3597.51 - 3599.51] Это понятно.
[3599.51 - 3602.76] То есть...
[3602.76 - 3604.76] Я с телефона не конкурирую.
[3604.76 - 3606.76] Все такое очень...
[3606.76 - 3610.30] Сложно.
[3610.30 - 3612.30] Я не знаю, понимаешь, на все эти...
[3612.30 - 3614.30] Там тоже есть путешествия.
[3614.30 - 3616.30] Там тоже есть...
[3616.30 - 3618.30] Сейчас везде конкуренция с этим путешествовать.
[3618.30 - 3620.30] Не, ты зря... Это не то, что нужно тебя
[3620.30 - 3622.30] опасаться в конкуренции. Серьезно, нет.
[3622.30 - 3624.30] На мой взгляд, по моему анализу
[3624.30 - 3626.30] порог входа
[3626.30 - 3628.30] так, ну, если все сложит.
[3628.30 - 3630.30] Для тебя более сейчас
[3630.30 - 3632.30] лимитирующий факт, чем конкуренция.
[3632.30 - 3634.30] Ты
[3634.30 - 3636.30] на низком входе, по Москве
[3636.30 - 3638.30] ты наберешь
[3638.30 - 3642.25] денег. Учитывая
[3642.25 - 3644.25] что что есть, не знаю,
[3644.25 - 3646.25] 50 экскурсоводов.
[3646.25 - 3648.25] Пробую не знать.
[3648.25 - 3650.25] Учитывая это.
[3650.25 - 3652.25] Ну, я не знаю. Сколько бы
[3652.25 - 3654.25] ты был хороший. Точно наберешь.
[3654.25 - 3656.25] Вот, конкуренция
[3656.25 - 3658.25] тебе бояться не надо.
[3658.25 - 3660.25] Потому что, ну, твои
[3660.25 - 3662.25] харизмы, это
[3662.25 - 3664.25] у Никольевича. Одна из...
[3664.25 - 3666.25] Нет, еще есть ряд людей.
[3666.25 - 3668.25] Но ты опять, ты берешь весь этот пул
[3668.25 - 3670.25] московский. Ты его делишь.
[3670.25 - 3672.25] Ты берешь с них относительно мало денег.
[3672.25 - 3674.25] И все, у тебя в этом рынке
[3674.25 - 3676.25] у тебя будет свой клиент.
[3676.25 - 3678.25] Мне кажется, это моя интуиция.
[3678.25 - 3680.25] Несколько лет я слышу примерно то же самое
[3680.25 - 3682.25] о своих студентах. Ну, если не про деньги,
[3682.25 - 3684.25] не про деньги, а про то, что
[3684.25 - 3686.25] мы поедем с вами,
[3686.25 - 3688.25] мы поедем с вами,
[3688.25 - 3690.25] поедем с вами и так дальше.
[3692.25 - 3694.25] И вот это будет движ.
[3694.25 - 3696.25] Это будет шум. Это будет движ.
[3696.25 - 3698.25] Это можно будет показывать
[3698.25 - 3700.25] в соцсетях. Это будет очень
[3700.25 - 3702.25] хорошо, на самом деле, фундамент для того, чтобы
[3702.25 - 3704.25] дальше, если ты захочешь, будешь жива, здорово
[3704.25 - 3706.25] и так далее, танцевать
[3706.25 - 3708.25] повыше. В Стамбул, сюда,
[3708.25 - 3710.25] в Лавиеве.
[3710.25 - 3712.25] И в том числе, в твоей любимой, эти западные страны
[3712.25 - 3714.25] самые сложные. А теперь
[3714.25 - 3716.25] когда это делать? Сейчас.
[3718.25 - 3720.25] Когда мне делать, если я работаю вот так?
[3720.25 - 3722.25] Потому что ты, да, допустил,
[3722.25 - 3724.25] ты глупость подписал этот контракт, но мы...
[3724.25 - 3726.25] Когда я работаю вот... А здесь
[3726.25 - 3728.25] полка в двух концах.
[3728.25 - 3730.25] Я конкуренто способна
[3730.25 - 3732.25] и у меня есть
[3732.25 - 3734.25] свой пласт. Именно потому, что у меня есть
[3734.25 - 3736.25] студент.
[3736.25 - 3738.25] И большая часть людей, которые ко мне
[3738.25 - 3740.25] собираются, это мои бывшие
[3740.25 - 3742.25] студенты, это мои студенты.
[3742.25 - 3744.25] Это те, которые меня знают
[3744.25 - 3746.25] и которые жить без меня не могут.
[3746.25 - 3748.25] Значит, если так, если так, то необходимо, чтобы
[3748.25 - 3750.25] твоих часов там было минимум.
[3750.25 - 3752.25] Чтобы они были, но и было
[3752.25 - 3754.25] минимум.
[3754.25 - 3756.25] Какие-то образом, не знаю.
[3756.25 - 3758.25] Ну и будет... Их будет поменьше.
[3758.25 - 3760.25] Потому что у меня согласилось.
[3760.25 - 3762.25] А сегодня
[3762.25 - 3764.25] только.
[3764.25 - 3766.25] Ты говоришь, как с моей занятостью, да?
[3766.25 - 3768.25] Это все сделано.
[3768.25 - 3770.25] Ну, справедливый...
[3770.25 - 3772.25] Как сказать? Справедливая
[3772.25 - 3774.25] спектринтия? Или как? Ну, ты поняла.
[3774.25 - 3776.25] Справедливый аргумент?
[3776.25 - 3778.25] Реально справедливый. При этом,
[3778.25 - 3780.25] что я предлагаю сделать? Я предлагаю
[3780.25 - 3782.25] сделать
[3782.25 - 3784.25] какой-то первый
[3784.25 - 3786.25] шаг
[3786.25 - 3788.25] тестовый, грубый,
[3788.25 - 3790.25] простой.
[3790.25 - 3792.25] Слушай, у меня есть...
[3792.25 - 3794.25] Что меня еще смущает?
[3794.25 - 3796.25] Как бы...
[3796.25 - 3798.25] Просто у меня вверх, как это есть ощущение,
[3798.25 - 3800.25] что я говорю прямо сейчас вот, я на что-то
[3800.25 - 3802.25] нащупал. Не оно вот прям нащупалось, не а?
[3802.25 - 3804.25] А я тебе говорю,
[3804.25 - 3806.25] что тема для меня
[3806.25 - 3808.25] это не новая, и почему я ее
[3808.25 - 3810.25] не делаю?
[3810.25 - 3812.25] Вот это не, да.
[3812.25 - 3814.25] Вот смотри, в Москве хорошо делать
[3814.25 - 3816.25] экскурсии. Хорошие погоды.
[3816.25 - 3818.25] Таскаться по Москве.
[3818.25 - 3820.25] Во время льда
[3820.25 - 3822.25] в ноябре, когда я здесь,
[3822.25 - 3824.25] в ноябре, тогда я здесь.
[3824.25 - 3826.25] Встретились в здании, зашли в здание?
[3826.25 - 3828.25] Это... это ужасно.
[3828.25 - 3830.25] Да, но это нужно подготовить.
[3830.25 - 3832.25] Я не во все здания зайду.
[3832.25 - 3834.25] Ну, куда зайду? Хорошо, куда-то зайдем.
[3834.25 - 3836.25] Не все, на 3.
[3836.25 - 3838.25] Ну, например, смотри,
[3838.25 - 3840.25] в ЦДЛ я зайду.
[3840.25 - 3842.25] Хорошо. А это... это...
[3842.25 - 3844.25] Самая уникальная экскурсия,
[3844.25 - 3846.25] из моей пусты, которая тут...
[3846.25 - 3848.25] Давай, давай сделаем ЦДЛ.
[3848.25 - 3850.25] О, а тебе сам...
[3850.25 - 3852.25] Самое все еще возбуждает?
[3852.25 - 3854.25] Ну, просто тема давнее, не знаю.
[3854.25 - 3856.25] Ну, ты знаешь, что у нас
[3856.25 - 3858.25] только...
[3858.25 - 3860.25] Просто здесь самое важное,
[3860.25 - 3862.25] чтобы тебе самое было интересно.
[3862.25 - 3864.25] Самое неинтересное, это не отделок.
[3864.25 - 3866.25] Есть такое, то и не должны мои испытания.
[3866.25 - 3868.25] Говорят, если...
[3868.25 - 3870.25] они хочется... ну, в смысле,
[3870.25 - 3872.25] не хочется, а вообще, как нам хочется
[3872.25 - 3874.25] еще больше от вас
[3874.25 - 3876.25] таких, каких-нибудь любых,
[3876.25 - 3878.25] как вы смотрите, что любые темы,
[3878.25 - 3880.25] то
[3880.25 - 3882.25] не разрешили в ЦДЛ
[3884.25 - 3886.25] делать лекции
[3886.25 - 3888.25] в прямт ЦДЛ
[3888.25 - 3890.25] делать лекции.
[3892.25 - 3894.25] А вот эта тема
[3894.25 - 3896.25] мне интереснее, чем
[3896.25 - 3898.25] таскаться по Москве, физически таскаться,
[3898.25 - 3900.25] в зимнее время года я точно не буду.
[3900.25 - 3902.25] Да нет, смотри, про что я говорю.
[3902.25 - 3904.25] Я вот сейчас я не...
[3904.25 - 3906.25] я толкаю тему, которую
[3906.25 - 3908.25] ты тоже прекрасно понимаешь.
[3908.25 - 3910.25] Я ее просто почерпил.
[3910.25 - 3912.25] Я беру чашку, а не упаду.
[3912.25 - 3914.25] А именно, да. Очень, очень важно
[3918.25 - 3938.26] дать обязательный
[3938.26 - 3940.26] профессиональный опыт.
[3940.26 - 3942.26] Обязательно
[3942.26 - 3944.26] быть
[3944.26 - 3946.26] внутри не в виртуальных очках,
[3946.26 - 3948.26] не в том, что хорошо кажется,
[3948.26 - 3950.26] это будет физически в объекте.
[3950.26 - 3952.26] Теперь
[3952.26 - 3954.26] ты, может быть, проводником
[3954.26 - 3956.26] этого захода физически в объекте
[3956.26 - 3958.26] как самое главное
[3958.26 - 3960.26] просто, потому что, на самом деле,
[3960.26 - 3962.26] человек вообще, он уже просто
[3962.26 - 3964.26] вытащит, он уже что-то вдохнет.
[3964.26 - 3966.26] Да, просто вытащит.
[3966.26 - 3968.26] Это очень сложно, потому что, как бы, эта инерцию надо
[3968.26 - 3970.26] преодолеть, определенно
[3970.26 - 3972.26] инерцию вытащить.
[3972.26 - 3974.26] И во-вторых, уж с тобой, потому что ты
[3974.26 - 3976.26] передаешь этому коризму, интерес и так далее.
[3976.26 - 3978.26] Информацию как можно...
[3978.26 - 3980.26] В том, что ты делал. Ну, не в том, что ты делал
[3980.26 - 3982.26] смысле, а это
[3982.26 - 3984.26] серьезный фактор.
[3986.26 - 3988.26] Тема в том, что, окей, теперь
[3988.26 - 3990.26] куда ты можешь учить?
[3990.26 - 3992.26] Ты говоришь, ну я вот хорошо вытащу
[3992.26 - 3994.26] в Парию. Я тебе говорю, окей,
[3994.26 - 3996.26] договорились, тебе самой-то интересный
[3996.26 - 3998.26] базар нет. Я говорю, ну это
[3998.26 - 4000.26] очень сложно для людей.
[4000.26 - 4002.26] Очень сложно. И я тебе говорю,
[4002.26 - 4004.26] там, окей, если сбавить градус.
[4004.26 - 4006.26] Если сбавить градус, ты любишь
[4006.26 - 4008.26] Веллград, ты любишь, там, Белград
[4008.26 - 4010.26] при этом требует
[4010.26 - 4012.26] уникальной работы, потому что съездить,
[4012.26 - 4014.26] если еще сбавить градус.
[4014.26 - 4016.26] Питер Москва, если совсем тю, то Москва.
[4016.26 - 4018.26] То есть, если в Москве
[4018.26 - 4020.26] помещение, в которых
[4020.26 - 4022.26] можно заниматься вот тем,
[4022.26 - 4024.26] что ты знаешь
[4024.26 - 4026.26] в Парию. И, например,
[4026.26 - 4028.26] седая, пускай это будет одно, но
[4028.26 - 4030.26] если ты там можешь людей
[4030.26 - 4032.26] поставить, показать
[4032.26 - 4034.26] и все, что мы обсуждали про
[4034.26 - 4036.26] свет, про это, накинуть
[4036.26 - 4038.26] этих своих любимых канатаций и текстов
[4038.26 - 4040.26] что с чем ассоциируется и так далее.
[4040.26 - 4042.26] И это можно сделать
[4042.26 - 4044.26] здесь. И
[4044.26 - 4046.26] здесь можно
[4046.26 - 4048.26] намыть
[4048.26 - 4050.26] чуть-чуть денег и эмоций,
[4050.26 - 4052.26] которые могут тебе быть интересны.
[4052.26 - 4054.26] Согласны.
[4054.26 - 4056.26] Мне нужно на это ресурс.
[4056.26 - 4058.26] Но я частично этот ресурс.
[4058.26 - 4060.26] Нет, нет, с этой...
[4060.26 - 4062.26] Это объективно так. Это объективно так.
[4062.26 - 4064.26] Я говорю, я частично этот ресурс.
[4064.26 - 4066.26] Это тоже объективно так.
[4066.26 - 4068.26] Можно я тебе скажу, что
[4068.26 - 4070.26] я подразумеваю, прямо сейчас
[4070.26 - 4072.26] под ресурсом.
[4072.26 - 4074.26] Это
[4074.26 - 4076.26] продумать
[4076.26 - 4078.26] темы
[4078.26 - 4080.26] и цели. То есть, экскурсии
[4080.26 - 4082.26] или лекции. Они должны быть
[4082.26 - 4084.26] абсолютно интересными, уникальными
[4084.26 - 4086.26] с особой точки зрения.
[4086.26 - 4088.26] Когда ты думаешь про это уже, ЗФА, фамилию забыл.
[4088.26 - 4090.26] Диранно.
[4090.26 - 4092.26] Я хочу, чтобы идти в ЦБЛ.
[4092.26 - 4094.26] Я еще там круче подхожу
[4094.26 - 4096.26] в ЦБЛ. Там так круче подхожу,
[4096.26 - 4098.26] там люди в ОМЭК уходят
[4098.26 - 4100.26] от восторга. Почему тогда вопрос
[4100.26 - 4102.26] в темах?
[4102.26 - 4104.26] Потому что, если, например,
[4104.26 - 4106.26] взять вот эту вот тему,
[4106.26 - 4108.26] что у меня
[4108.26 - 4110.26] создаётся
[4110.26 - 4112.26] кружок с оба элементом,
[4112.26 - 4114.26] который уходит
[4114.26 - 4116.26] в ЦБЛ. Потому что это вообще эксклюзивно.
[4116.26 - 4118.26] Я им естественно
[4118.26 - 4120.26] что-то показываю каждый раз,
[4120.26 - 4122.26] может быть показываю, и они всё это видят и так далее.
[4122.26 - 4124.26] Разовый это
[4124.26 - 4126.26] должна быть такая вещь? Всякие оба элементы? Разовый?
[4126.26 - 4128.26] Нет, у меня просто как раз оба элемент.
[4128.26 - 4130.26] То есть несколько
[4130.26 - 4132.26] лекций. Вот на эти несколько лекций есть
[4132.26 - 4134.26] народ, который мне готов
[4134.26 - 4136.26] платить в ЦБЛ.
[4138.26 - 4141.93] Вот.
[4141.93 - 4143.93] В принципе,
[4143.93 - 4145.93] то есть у меня есть понимание, что им нужно.
[4145.93 - 4147.93] Это мои бывшие студенты, о чём им не хватает
[4147.93 - 4149.93] и о чём стоит поговорить
[4149.93 - 4151.93] и так дальше.
[4151.93 - 4153.93] Есть такое
[4153.93 - 4155.93] тема. В общем,
[4155.93 - 4157.93] мой мое советовое попробую, если возможно,
[4157.93 - 4159.93] перенести хотя бы какие-то элементы того,
[4159.93 - 4161.93] что ты делаешь на Западе,
[4161.93 - 4163.93] прямо в себе под ноги.
[4163.93 - 4170.18] Можно сделать. Сейчас здесь появились очень
[4170.18 - 4172.18] интересные пространства.
[4172.18 - 4174.18] Причём пространства,
[4174.18 - 4176.18] которые делали тоже кто-то из моих бывших
[4176.18 - 4178.18] студентов, мои знакомые,
[4178.18 - 4180.18] в которую я могу
[4180.18 - 4182.18] постучаться спокойно, во всяком случае.
[4184.18 - 4186.18] Ну, то есть зайти туда больше, какие-то
[4186.18 - 4188.18] гостебли дома, что-то вот такое прям
[4188.18 - 4190.18] интересное.
[4190.18 - 4192.18] Я видела недавно.
[4192.18 - 4194.18] Народ в связи с тем, что
[4194.18 - 4196.18] его закупсировался здесь, пока есть
[4196.18 - 4198.18] какая-то энергия.
[4198.18 - 4200.18] И надо куда-то теньки девать.
[4200.18 - 4202.18] Тем, кто хотят инвестировать.
[4202.18 - 4204.18] Сейчас начинают
[4204.18 - 4206.18] раскручивать вот эту аля-русскую
[4206.18 - 4208.18] тему, покупать эти избы,
[4208.18 - 4210.18] что там ещё,
[4210.18 - 4212.18] усадьбы, и вот там всё это делать.
[4214.18 - 4217.85] Это очень интересно,
[4217.85 - 4219.85] порговременно.
[4219.85 - 4221.85] А что, есть кто-то, кто прямо, типа,
[4221.85 - 4223.85] творческий, когда-то он подходит?
[4223.85 - 4225.85] Они просто с любить балла?
[4225.85 - 4227.85] Да, ну посерёски, да?
[4227.85 - 4229.85] Потому что, что я имею в виду,
[4229.85 - 4231.85] сейчас же всё пронизано такой,
[4231.85 - 4233.85] в теоричности, понимаешь?
[4233.85 - 4235.85] Нет, есть творческие.
[4235.85 - 4237.85] Какой-то дешёвый стилизации всё
[4237.85 - 4262.89] в жанбу-виду-видео.
[4262.89 - 4264.89] Точно есть, да, Ванэй Горбович?
[4264.89 - 4266.89] Да, немного.
[4266.89 - 4273.85] Вот.
[4273.85 - 4275.85] Ну, ты понимаешь, я про Москву
[4275.85 - 4277.85] ведь всего буду.
[4277.85 - 4279.85] Потому что, действительно, здесь
[4279.85 - 4281.85] сейчас здесь такая
[4281.85 - 4283.85] контрастная ситуация.
[4283.85 - 4285.85] С одной стороны, какая-то
[4285.85 - 4287.85] на сфера города
[4287.85 - 4289.85] меня сильно не возбуждает.
[4289.85 - 4291.85] Прям сильно.
[4291.85 - 4293.85] Не только тебя, посмотри, это прямо,
[4293.85 - 4295.85] хотя это всё красиво.
[4295.85 - 4297.85] Ну, как бы, она же
[4297.85 - 4299.85] осталась такой, как 5 лет назад.
[4299.85 - 4301.85] Только 5 лет назад
[4301.85 - 4303.85] я была больше не...
[4303.85 - 4305.85] Я бы так, конечно, это...
[4305.85 - 4307.85] И это не только ты.
[4307.85 - 4309.85] Так, может быть, знаешь,
[4309.85 - 4311.85] если уж говорить про всякие тексты, концепции,
[4311.85 - 4313.85] и сейчас,
[4313.85 - 4315.85] я уйду в сторону, мне нужно
[4315.85 - 4317.85] допить эту гость,
[4317.85 - 4319.85] я надеюсь, что она всё-таки обойдёт в голову.
[4319.85 - 4321.85] Значит,
[4321.85 - 4323.85] я контролирую. А, здесь нет картины.
[4323.85 - 4325.85] Значит, без картинки
[4325.85 - 4327.85] могу объяснить. Почему это не
[4327.85 - 4329.85] текст? Это важно.
[4329.85 - 4331.85] Ну, давай.
[4331.85 - 4333.85] Значит, смотри.
[4333.85 - 4339.62] Кема
[4339.62 - 4341.62] ассоциации, концепции,
[4341.62 - 4343.62] фанатации,
[4343.62 - 4345.62] базара нет.
[4345.62 - 4347.62] Я смотрю на тебя,
[4347.62 - 4349.62] если я недостаточно
[4349.62 - 4351.62] энергичен, если у меня недостаточно внимания,
[4351.62 - 4353.62] у меня есть про тебя
[4353.62 - 4355.62] фанатации. Какие-то не было.
[4355.62 - 4357.62] Если я внимательно,
[4357.62 - 4359.62] если я в энергии, если повжинаешься с дворцами,
[4359.62 - 4361.62] а на джатсии сезжают.
[4361.62 - 4363.62] Вот так, и децентация про то, про 5-10.
[4363.62 - 4365.62] Теперь, почему это не текст?
[4365.62 - 4367.62] Почему?
[4367.62 - 4369.62] Потому что текст,
[4369.62 - 4371.62] этимологический слово, значит ткань.
[4371.62 - 4373.62] Это нечто
[4373.62 - 4374.62] сотка на...
[4374.62 - 4375.62] Плечёное.
[4375.62 - 4376.62] Плечёное.
[4376.62 - 4378.62] Но идея не в том,
[4378.62 - 4380.62] что это какая-то
[4380.62 - 4382.62] система или структура,
[4382.62 - 4384.62] а идея в том,
[4384.62 - 4386.62] что это то, что идёт последовательно.
[4386.62 - 4388.62] Типа слева на право,
[4388.62 - 4390.62] право на лево,
[4390.62 - 4392.62] и тётся текст.
[4392.62 - 4394.62] А вы с ними следуло время?
[4394.62 - 4395.62] Именно.
[4395.62 - 4397.62] Теперь когда ты сталкиваешься
[4397.62 - 4399.62] с ситуацией,
[4399.62 - 4401.62] с интерьером, ситуацией, когда-либо,
[4401.62 - 4403.62] это принципиальная иная трая.
[4403.62 - 4405.62] Это не фильм,
[4405.62 - 4407.62] это не музыкальная
[4407.62 - 4409.62] композиция,
[4409.62 - 4411.62] это не текст.
[4411.62 - 4413.62] При этом значения
[4413.62 - 4415.62] у всего могут быть.
[4415.62 - 4417.62] Но текст, это тын, текст, это
[4417.62 - 4419.62] последовательность.
[4419.62 - 4421.62] Это важный момент,
[4421.62 - 4423.62] это не текст.
[4423.62 - 4425.62] Даже фильм можно сказать, что текст.
[4425.62 - 4427.62] Послушай,
[4427.62 - 4429.62] но ведь в интерьере тоже есть последовательность.
[4429.62 - 4431.62] Потому что чаще всего
[4431.62 - 4433.62] мы рассматриваем, если мы говорим
[4433.62 - 4435.62] об этой необытной комнате,
[4435.62 - 4437.62] допустим, даже о маленькой
[4437.62 - 4439.62] квартире, в которых есть некоторые зоны.
[4439.62 - 4441.62] Это тоже последовательность.
[4441.62 - 4443.62] Мы их начинаем
[4443.62 - 4445.62] последовательно,
[4445.62 - 4447.62] в них проникали.
[4447.62 - 4449.62] Когда мы говорим об интерьере,
[4449.62 - 4451.62] даже из точки зрения постоянения интерьера,
[4451.62 - 4453.62] есть святое правило.
[4453.62 - 4455.62] Есть, говорит, частное,
[4455.62 - 4457.62] самое простейшее, в самый первый ход.
[4457.62 - 4459.62] В начале это
[4459.62 - 4461.62] так называемое общественное
[4461.62 - 4463.62] помещение,
[4463.62 - 4465.62] а потом...
[4465.62 - 4467.62] Интимное.
[4467.62 - 4469.62] Мы начинаем пройти через спальню
[4469.62 - 4471.62] вот туда.
[4471.62 - 4473.62] И когда мы заходим в интерьер
[4473.62 - 4475.62] через прикожи,
[4475.62 - 4477.62] мы начинаем чего-то уже понимать.
[4477.62 - 4479.62] Дальше мы проходим куда-то.
[4479.62 - 4481.62] Мы начинаем чего-то еще будет понимать.
[4481.62 - 4483.62] Дальше мы проходим куда-то.
[4483.62 - 4485.62] Мы начинаем здесь еще больше.
[4485.62 - 4487.62] Когда мы заходим в туалет,
[4487.62 - 4489.62] мы вообще все понимаем.
[4489.62 - 4491.62] То есть это же...
[4491.62 - 4493.62] Я могу описать это?
[4493.62 - 4495.62] Описать можешь.
[4495.62 - 4497.62] Это не является.
[4497.62 - 4499.62] Все-таки я считаю,
[4499.62 - 4501.62] что интерьер это не застывшая картинка.
[4501.62 - 4503.62] Это все равно поджигание.
[4503.62 - 4505.62] Нет, абсолютно не застывшая картинка.
[4505.62 - 4507.62] Если рассматривать предметы,
[4507.62 - 4509.62] особенно если в интерьере есть
[4509.62 - 4511.62] предметы связанные с лентажной
[4511.62 - 4513.62] темой, да даже не
[4513.62 - 4515.62] винтаж, который стоит бешеных денег,
[4515.62 - 4517.62] а какие-то предметы,
[4517.62 - 4519.62] которые принадлежали Тамута, Симута и так далее.
[4519.62 - 4521.62] Они у тебя остались.
[4521.62 - 4523.62] Дальше твои предметы,
[4523.62 - 4525.62] то есть это на полном нестюмперьере,
[4525.62 - 4527.62] который может рассказать
[4527.62 - 4529.62] о жизни, о ценностях людей,
[4529.62 - 4531.62] о жизни людей, о том, кто здесь жив.
[4531.62 - 4533.62] Смотри.
[4533.62 - 4535.62] А на коннотации?
[4535.62 - 4537.62] Да, вот я сижу в кресле.
[4537.62 - 4539.62] Я понимаю.
[4539.62 - 4541.62] Но для меня это текст.
[4541.62 - 4543.62] Вот у тебя может быть текст.
[4543.62 - 4545.62] Вот про это может быть текст.
[4545.62 - 4547.62] А это все вместе не текст.
[4549.62 - 4551.62] Ну хорошо.
[4551.62 - 4553.62] Нет, это не у нас. Это не
[4553.62 - 4555.62] точная метафора.
[4555.62 - 4557.62] Хорошо, это не точная метафора.
[4557.62 - 4559.62] Мне просто нравится.
[4559.62 - 4561.62] Мне просто она очень нравится.
[4561.62 - 4563.62] Вот, мы проходим в интерьер.
[4563.62 - 4568.28] Крутируешься совершенно.
[4568.28 - 4570.28] Ассоциации, да. Концерты, да.
[4570.28 - 4572.28] Вот, кстати, вот в этом...
[4572.28 - 4574.28] Коннотация, да. Коннотация, самое лучшее.
[4574.28 - 4576.28] Вот в этом, окей.
[4576.28 - 4578.28] Вот в этом отеле, сильно грешенка.
[4580.28 - 4582.28] Потому что она хом-аннотация.
[4582.28 - 4584.28] Она, конечно, сама по себе.
[4584.28 - 4586.28] И кемы, к коннотации.
[4586.28 - 4588.28] Хорошо.
[4588.28 - 4590.28] Я с тобой соглашусь.
[4590.28 - 4592.28] Но для меня это выглядит так.
[4596.28 - 4598.28] Вот этот интерьер.
[4598.28 - 4600.28] Один из самых впечатляющих,
[4600.28 - 4602.28] который прям по эмоциям
[4602.28 - 4604.28] впечатляющий интерьер.
[4604.28 - 4606.28] Особенно, когда проходишь
[4606.28 - 4608.28] одного, другой,
[4608.28 - 4610.28] ты видишь, что детали,
[4610.28 - 4612.28] детали, говоря не просто так,
[4612.28 - 4614.28] не просто так эти крышки поставили,
[4614.28 - 4616.28] не просто так эти вазы, не просто так.
[4616.28 - 4618.28] Это все. Это все про
[4618.28 - 4620.28] вот эту красную черту,
[4620.28 - 4622.28] которая ты
[4622.28 - 4624.28] можешь сам выбрать, перейти
[4624.28 - 4626.28] или нет, синдр называется, грешник.
[4626.28 - 4628.28] Это здесь метафоры, это красные черты
[4628.28 - 4630.28] и в освещении,
[4630.28 - 4632.28] и где-то в плоскостях,
[4632.28 - 4634.28] и где-то вот так,
[4634.28 - 4636.28] и в самих костюмах.
[4636.28 - 4638.28] И вот здесь
[4638.28 - 4640.28] перекупили,
[4640.28 - 4642.28] мы были последний раз
[4642.28 - 4644.28] в этом интерьере
[4644.28 - 4646.28] вот в таком виде,
[4646.28 - 4648.28] видишь, здесь освещение
[4648.28 - 4650.28] очень много имеет значение.
[4650.28 - 4652.28] И перекупил другой собственник
[4652.28 - 4654.28] и кое-что переделал,
[4654.28 - 4656.28] и в основном переделал
[4656.28 - 4658.28] свет и кое-что про все
[4658.28 - 4660.28] вся магия ушла.
[4660.28 - 4662.28] Мы туда больше не вводим,
[4662.28 - 4664.28] потому что это
[4664.28 - 4666.28] уже совершенно иное пространство,
